5012229;2023-11-22 22:50:00;;;;;95.0;24.0;2;NE;10.0;Dumboraya;Kota Gorontalo;Gorontalo
5012230;2023-11-22 22:50:00;;;;;95.0;24.0;2;NE;10.0;Dungingi;Kota Gorontalo;Gorontalo
5012231;2023-11-22 22:50:00;;;;;95.0;24.0;0;NE;10.0;Hulonthalangi;Kota Gorontalo;Gorontalo
5012232;2023-11-22 22:50:00;;;;;95.0;24.0;0;NE;10.0;Kota Barat;Kota Gorontalo;Gorontalo
5012233;2023-11-22 22:50:00;;;;;95.0;24.0;2;NE;10.0;Kota Selatan;Kota Gorontalo;Gorontalo
5012234;2023-11-22 22:50:00;;;;;95.0;24.0;1;NE;10.0;Kota Tengah;Kota Gorontalo;Gorontalo
5012235;2023-11-22 22:50:00;;;;;95.0;24.0;0;NE;10.0;Kota Timur;Kota Gorontalo;Gorontalo
5012236;2023-11-22 22:50:00;;;;;95.0;24.0;0;NE;10.0;Kota Utara;Kota Gorontalo;Gorontalo
5012237;2023-11-22 22:50:00;;;;;95.0;24.0;2;NE;10.0;Sipatana;Kota Gorontalo;Gorontalo
5012238;2023-11-22 22:50:00;;;;;95.0;23.0;0;N;10.0;Randangan;Kab. Pohuwato;Gorontalo
5012239;2023-11-22 22:50:00;;;;;95.0;25.0;1;SW;0.0;Anggrek;Kab. Gorontalo Utara;Gorontalo
5012240;2023-11-22 22:50:00;;;;;90.0;26.0;2;NE;10.0;Kabila Bone;Kab. Bone Bolango;Gorontalo
5012241;2023-11-22 22:50:00;;;;;95.0;25.0;1;NE;10.0;Paguat;Kab. Pohuwato;Gorontalo
